Title,Genre,Second_Genre,Release_Year,Budget_Category,Revenue_Category,Runtime_Category,Rating_Category,Vote_Count_Category,Popularity_Category,Language,Production_Country,Main_Actor,Director
Fugly,Comedy,Drama,2014.0,Low,Low,Medium,Medium,Low,Low,en,India,Jimmy Shergill,Kabir Sadanand
R.L. Stine's Monsterville: The Cabinet of Souls,Comedy,Horror,2015.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Dove Cameron,Peter DeLuise
Airlift,Thriller,Action,2016.0,Low,Low,Medium,High,Low,Low,hi,India,Akshay Kumar,Raja Menon
Anne of Green Gables,Drama,Family,1985.0,Low,Low,Long,High,Low,Low,en,United States of America,Megan Follows,Kevin Sullivan
Falcon Rising,Adventure,Action,2014.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Michael Jai White,Ernie Barbarash
The Sweeney,Action,Drama,2012.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Ray Winstone,Nick Love
Sexy Beast,Crime,Drama,2000.0,Low,Low,Short,High,Low,Medium,en,Spain,Ray Winstone,Jonathan Glazer
Easy Money,Drama,Thriller,2010.0,Low,Low,Medium,Medium,Low,Low,sv,Denmark,Joel Kinnaman,Daniel Espinosa
Whale Rider,Drama,Family,2003.0,Low,Low,Medium,High,Low,Medium,en,New Zealand,Keisha Castle-Hughes,Niki Caro
Cargo,Thriller,Mystery,2009.0,Low,Low,Medium,Medium,Low,Medium,de,Switzerland,Martin Rapold,Ivan Engler
High School Musical,Comedy,Drama,2006.0,Low,Low,Medium,Medium,Medium,Medium,en,United States of America,Zac Efron,Kenny Ortega
Love and Death on Long Island,Drama,Romance,1997.0,Low,Low,Medium,Medium,Low,Low,en,Canada,John Hurt,Richard Kwietniowski
Night Watch,Fantasy,Action,2004.0,Low,Low,Medium,Medium,Low,Medium,ru,Russia,Konstantin Khabenskiy,Timur Bekmambetov
The Crying Game,Romance,Crime,1992.0,Low,Medium,Medium,Medium,Low,Low,en,Japan,Stephen Rea,Neil Jordan
Survival of the Dead,Horror,Science Fiction,2010.0,Low,Low,Medium,Low,Low,Medium,en,Canada,Alan van Sprang,George A. Romero
Annie Hall,Comedy,Drama,1977.0,Low,Low,Medium,High,Medium,High,en,United States of America,Woody Allen,Woody Allen
The Greatest Show on Earth,Action,Drama,1952.0,Low,Low,Long,Medium,Low,Low,en,United States of America,Betty Hutton,Cecil B. DeMille
Monster's Ball,Drama,Romance,2001.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Halle Berry,Marc Forster
Leaving Las Vegas,Drama,Romance,1995.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Nicolas Cage,Mike Figgis
Hansel and Gretel Get Baked,Horror,Comedy,2013.0,Low,Low,Short,Low,Low,Low,en,United States of America,Molly C. Quinn,Duane Journey
The Front Page,Romance,Drama,1974.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jack Lemmon,Billy Wilder
The Kids Are All Right,Comedy,Drama,2010.0,Low,Low,Medium,Medium,Medium,Medium,en,United States of America,Julianne Moore,Lisa Cholodenko
They Live,Action,Horror,1988.0,Low,Low,Medium,High,Medium,Medium,en,United States of America,Roddy Piper,John Carpenter
The Great Escape,Adventure,Drama,1963.0,Low,Low,Long,High,Medium,High,en,United States of America,Steve McQueen,John Sturges
The Last Exorcism Part II,Horror,Thriller,2013.0,Low,Low,Short,Low,Low,Medium,en,United States of America,Ashley Bell,Ed Gass-Donnelly
Scoop,Comedy,Mystery,2006.0,Low,Low,Medium,Medium,Low,Medium,en,United Kingdom,Scarlett Johansson,Woody Allen
The Wash,Action,Comedy,2001.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Dr. Dre,DJ Pooh
3 Strikes,Action,Comedy,2000.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Brian Hooks,DJ Pooh
The Cooler,Drama,Romance,2003.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,William H. Macy,Wayne Kramer
The Misfits,Drama,Action,1961.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Clark Gable,John Huston
The Night Listener,Drama,Thriller,2006.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Toni Collette,Patrick Stettner
The Jerky Boys,Comedy,Crime,1995.0,Low,Low,Short,Low,Low,Low,en,United States of America,John G. Brennan,James Melkonian
The Orphanage,Horror,Drama,2007.0,Low,Low,Medium,High,Medium,Medium,es,Spain,Belén Rueda,Juan Antonio Bayona
A Haunted House 2,Comedy,Horror,2014.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Marlon Wayans,Michael Tiddes
The Rules of Attraction,Comedy,Drama,2002.0,Low,Low,Medium,Medium,Low,Medium,en,Germany,James Van Der Beek,Roger Avary
Topaz,Action,Drama,1969.0,Low,Low,Long,Medium,Low,Low,en,United States of America,Frederick Stafford,Alfred Hitchcock
Let's Go to Prison,Comedy,Crime,2006.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Dax Shepard,Bob Odenkirk
Four Rooms,Crime,Comedy,1995.0,Low,Low,Medium,Medium,Medium,Medium,en,United States of America,Tim Roth,Allison Anders
Secretary,Comedy,Drama,2002.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,James Spader,Steven Shainberg
Waiting for Guffman,Music,Comedy,1996.0,Low,Low,Short,High,Low,Low,en,United States of America,Christopher Guest,Christopher Guest
Love Stinks,Comedy,Romance,1999.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,French Stewart,Jeff Franklin
You Kill Me,Comedy,Crime,2007.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Ben Kingsley,John Dahl
Thumbsucker,Comedy,Drama,2005.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Lou Taylor Pucci,Mike Mills
Red State,Horror,Action,2011.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Michael Parks,Kevin Smith
Samsara,Drama,Documentary,2011.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Marcos Luna,Ron Fricke
The Barbarians,Fantasy,Adventure,1987.0,Low,Low,Short,Medium,Low,Low,en,Italy,Peter Paul,Ruggero Deodato
The Art of Getting By,Drama,Romance,2011.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Freddie Highmore,Gavin Wiesen
Zipper,Thriller,Drama,2015.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Patrick Wilson,Mora Stephens
Poolhall Junkies,Comedy,Drama,2002.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Ricky Schroder,Mars Callahan
Holy Motors,Drama,Fantasy,2012.0,Low,Low,Medium,Medium,Low,Low,en,France,Eva Mendes,Leos Carax
Shooting Fish,Crime,Comedy,1997.0,Low,Low,Medium,High,Low,Low,en,United Kingdom,Dan Futterman,Stefan Schwartz
Prison,Crime,Drama,1988.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Viggo Mortensen,Renny Harlin
Trust,Crime,Drama,2010.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Clive Owen,David Schwimmer
An Everlasting Piece,Comedy,Crime,2000.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Barry McEvoy,Barry Levinson
Among Giants,Comedy,Romance,1998.0,Low,Low,Medium,Low,Low,Low,en,United Kingdom,Pete Postlethwaite,Sam Miller
The Velocity of Gary,Drama,Romance,1999.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Vincent D'Onofrio,Dan Ireland
Stake Land,Drama,Horror,2010.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Danielle Harris,Jim Mickle
Another Happy Day,Comedy,Drama,2011.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Ellen Barkin,Sam Levinson
A Lonely Place to Die,Adventure,Action,2011.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Melissa George,Julian Gilbey
Nothing,Comedy,Fantasy,2003.0,Low,Low,Medium,Medium,Low,Low,en,Canada,David Hewlett,Vincenzo Natali
1776,Drama,Comedy,1972.0,Low,Low,Long,High,Low,Low,en,United States of America,William Daniels,Peter H. Hunt
Inescapable,Thriller,Romance,2012.0,Low,Low,Medium,Medium,Low,Low,en,Canada,Alexander Siddig,Ruba Nadda
Hell's Angels,Action,Drama,1930.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Ben Lyon,James Whale
How to Fall in Love,Comedy,Romance,2012.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Brooke D'Orsay,Mark Griffiths
The Perfect Wave,Romance,Adventure,2014.0,Low,Low,Medium,Low,Low,Low,en,South Africa,Scott Eastwood,Bruce MacDonald
A Man for All Seasons,Drama,History,1966.0,Low,Low,Medium,High,Low,Low,en,United Kingdom,Paul Scofield,Fred Zinnemann
Gone with the Wind,Drama,Romance,1939.0,Low,High,Long,High,Medium,High,en,United States of America,Vivien Leigh,Victor Fleming
Major Dundee,War,Western,1965.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Charlton Heston,Sam Peckinpah
Annie Get Your Gun,Action,Comedy,1950.0,Low,Low,Medium,High,Low,Low,en,United States of America,Betty Hutton,George Sidney
Four Lions,Comedy,Crime,2010.0,Low,Low,Medium,High,Low,Medium,en,United Kingdom,Riz Ahmed,Chris Morris
Defendor,Drama,Action,2009.0,Low,Low,Medium,Medium,Low,Low,en,Canada,Woody Harrelson,Peter Stebbings
The Pirate,Music,Romance,1948.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Judy Garland,Vincente Minnelli
The Good Heart,Drama,Comedy,2009.0,Low,Low,Medium,Medium,Low,Low,en,Denmark,Brian Cox,Dagur Kári
The History Boys,Comedy,Drama,2006.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Samuel Anderson,Nicholas Hytner
Chain of Command,Thriller,Adventure,2015.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Michael Jai White,Kevin Carraway
Menace II Society,Drama,Action,1993.0,Low,Low,Medium,High,Low,Low,en,United States of America,Tyrin Turner,Albert Hughes
The Ballad of Cable Hogue,Action,Comedy,1970.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jason Robards,Sam Peckinpah
In Cold Blood,Crime,Drama,1967.0,Low,Low,Medium,High,Low,Low,en,United States of America,Robert Blake,Richard Brooks
Harper,Action,Drama,1966.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Paul Newman,Jack Smight
Frenzy,Crime,Drama,1972.0,Low,Low,Medium,High,Low,Medium,en,United Kingdom,Jon Finch,Alfred Hitchcock
The Witch,Mystery,Horror,2016.0,Low,Low,Medium,Medium,Medium,High,en,Canada,Anya Taylor-Joy,Robert Eggers
I Got the Hook Up,Action,Comedy,1998.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Master P,Michael Martin
She's the One,Comedy,Romance,1996.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Edward Burns,Edward Burns
The Secret in Their Eyes,Crime,Drama,2009.0,Low,Low,Medium,High,Medium,Medium,es,Argentina,Ricardo Darín,Juan José Campanella
Train,Horror,Thriller,2008.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Thora Birch,Gideon Raff
Evil Dead II,Horror,Comedy,1987.0,Low,Low,Short,High,Medium,High,en,United States of America,Bruce Campbell,Sam Raimi
Pootie Tang,Action,Comedy,2001.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Jennifer Coolidge,Louis C.K.
Sharknado,TV Movie,Horror,2013.0,Low,Low,Short,Low,Low,Medium,en,United States of America,Ian Ziering,Anthony C. Ferrante
The Other Conquest,Drama,Foreign,1999.0,Low,Low,Medium,Medium,Low,Low,es,Mexico,Damián Delgado,Salvador Carrasco
Troll Hunter,Fantasy,Horror,2010.0,Low,Low,Medium,Medium,Medium,Medium,nb,Norway,Otto Jespersen,André Øvredal
Ira & Abby,Comedy,Romance,2006.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Chris Messina,Robert Cary
Winter Passing,Comedy,Drama,2006.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Zooey Deschanel,Adam Rapp
The Masked Saint,Crime,Action,2016.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Brett Granstaff,Warren P. Sonoda
The Betrayed,Crime,Drama,2008.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Melissa George,Amanda Gusack
Taxman,Action,Crime,1999.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Joe Pantoliano,Avi Nesher
2:13,Horror,Thriller,2009.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Mark Thompson,Charles Adelman
"Batman: The Dark Knight Returns, Part 2",Action,Animation,2013.0,Low,Low,Short,High,Low,Medium,en,United States of America,Peter Weller,Jay Oliva
In the Name of the King III,Action,Adventure,2013.0,Low,Low,Short,Low,Low,Low,en,Bulgaria,Dominic Purcell,Uwe Boll
Wicked Blood,Action,Drama,2014.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Abigail Breslin,Mark Young
Lords of London,Crime,Mystery,2014.0,Low,Low,Medium,Low,Low,Low,en,United Kingdom,Glen Murphy,Antonio Simoncini
High Anxiety,Comedy,Music,1977.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Mel Brooks,Mel Brooks
March of the Penguins,Documentary,Family,2005.0,Low,Medium,Short,Medium,Low,Medium,fr,France,Morgan Freeman,Luc Jacquet
Margin Call,Thriller,Drama,2011.0,Low,Low,Medium,Medium,Medium,Medium,en,United States of America,Kevin Spacey,J.C. Chandor
Choke,Comedy,Drama,2008.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Sam Rockwell,Clark Gregg
City of God,Drama,Crime,2002.0,Low,Low,Medium,High,Medium,High,pt,Brazil,Alexandre Rodrigues,Fernando Meirelles
Human Traffic,Comedy,Drama,1999.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,John Simm,Justin Kerrigan
To Write Love on Her Arms,Drama,Music,2015.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Kat Dennings,Nathan Frankowski
The Dead Girl,Mystery,Drama,2006.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Brittany Murphy,Karen Moncrieff
A Christmas Story,Comedy,Family,1983.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Melinda Dillon,Bob Clark
Bella,Drama,Romance,2006.0,Low,Low,Medium,Medium,Low,Low,en,Mexico,Tammy Blanchard,Alejandro Monteverde
Class of 1984,Action,Drama,1982.0,Low,Low,Medium,Medium,Low,Low,en,Canada,Perry King,Mark L. Lester
Dreaming of Joseph Lees,Romance,Drama,1999.0,Low,Low,Medium,High,Low,Low,en,United Kingdom,Rupert Graves,Eric Styles
Rosemary's Baby,Horror,Drama,1968.0,Low,Low,Medium,High,Medium,Medium,en,United States of America,Mia Farrow,Roman Polanski
Adam,Drama,Romance,2009.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Hugh Dancy,Max Mayer
Maria Full of Grace,Drama,Thriller,2004.0,Low,Low,Medium,Medium,Low,Low,es,Ecuador,Catalina Sandino Moreno,Joshua Marston
Beginners,Drama,Romance,2010.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Ewan McGregor,Mike Mills
Feast,Action,Comedy,2005.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Balthazar Getty,John Gulager
Goldfinger,Adventure,Action,1964.0,Low,Medium,Medium,High,Medium,High,en,United Kingdom,Sean Connery,Guy Hamilton
Antiviral,Science Fiction,Horror,2012.0,Low,Low,Medium,Medium,Low,Medium,en,Canada,Caleb Landry Jones,Brandon Cronenberg
It's a Wonderful Life,Drama,Family,1946.0,Low,Low,Medium,High,Medium,High,en,United States of America,James Stewart,Frank Capra
Trainspotting,Drama,Crime,1996.0,Low,Low,Medium,High,High,High,en,United Kingdom,Ewan McGregor,Danny Boyle
Paranormal Activity 2,Horror,Thriller,2010.0,Low,Medium,Medium,Medium,Medium,Medium,en,United States of America,Katie Featherston,Tod Williams
Waking Ned,Comedy,Romance,1998.0,Low,Low,Medium,High,Low,Low,en,France,Ian Bannen,Kirk Jones
A Room with a View,Drama,Romance,1985.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Maggie Smith,James Ivory
The Purge,Science Fiction,Horror,2013.0,Low,Medium,Short,Medium,High,High,en,France,Lena Headey,James DeMonaco
Sinister,Horror,Thriller,2012.0,Low,Medium,Medium,Medium,Medium,High,en,United States of America,Ethan Hawke,Scott Derrickson
Cat on a Hot Tin Roof,Drama,Romance,1958.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Elizabeth Taylor,Richard Brooks
Beneath the Planet of the Apes,Adventure,Science Fiction,1970.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,James Franciscus,Ted Post
Air Bud,Comedy,Family,1997.0,Low,Low,Medium,Medium,Low,Medium,en,Canada,Kevin Zegers,Charles Martin Smith
Pokémon: Spell of the Unknown,Adventure,Fantasy,2000.0,Medium,Medium,Medium,Medium,Low,Low,ja,Japan,Veronica Taylor,Michael Haigney
Friday the 13th Part VI: Jason Lives,Horror,Mystery,1986.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Thom Mathews,Tom McLoughlin
The Bridge on the River Kwai,Drama,History,1957.0,Low,Low,Long,High,Medium,Medium,en,United Kingdom,William Holden,David Lean
Spaced Invaders,Comedy,Family,1990.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Ariana Richards,Patrick Read Johnson
Family Plot,Comedy,Crime,1976.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Barbara Harris,Alfred Hitchcock
The Apartment,Comedy,Drama,1960.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Jack Lemmon,Billy Wilder
Jason Goes to Hell: The Final Friday,Fantasy,Horror,1993.0,Low,Low,Short,Low,Low,Medium,en,United States of America,Kane Hodder,Adam Marcus
Torn Curtain,Mystery,Thriller,1966.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Paul Newman,Alfred Hitchcock
Dave Chappelle's Block Party,Comedy,Documentary,2005.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Dave Chappelle,Michel Gondry
Slow West,Romance,Thriller,2015.0,Low,Low,Short,Medium,Low,Medium,en,New Zealand,Michael Fassbender,John Maclean
Krush Groove,Drama,Music,1985.0,Low,Low,Medium,High,Low,Low,en,United States of America,Blair Underwood,Michael Schultz
Next Day Air,Action,Comedy,2009.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Donald Faison,Benny Boom
Judgment at Nuremberg,Drama,History,1961.0,Low,Low,Long,High,Low,Medium,en,Germany,Spencer Tracy,Stanley Kramer
Trippin',Comedy,Romance,1999.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Deon Richmond,David Raynr
Phat Girlz,Comedy,Romance,2006.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Mo'Nique,Nnegest Likké
Before Midnight,Romance,Drama,2013.0,Low,Low,Medium,High,Medium,Medium,en,Greece,Ethan Hawke,Richard Linklater
Teen Wolf Too,Comedy,Fantasy,1987.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Jason Bateman,Christopher Leitch
Phantasm II,Action,Horror,1988.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,James Le Gros,Don Coscarelli
Water,Drama,Foreign,2005.0,Low,Low,Medium,Medium,Low,Low,en,Canada,Lisa Ray,Deepa Mehta
Whipped,Comedy,Romance,2000.0,Low,Low,Short,Low,Low,Low,en,United States of America,Amanda Peet,Peter M. Cohen
Kama Sutra - A Tale of Love,Drama,History,1996.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Indira Varma,Mira Nair
Please Give,Comedy,Drama,2010.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Rebecca Hall,Nicole Holofcener
Willy Wonka & the Chocolate Factory,Family,Fantasy,1971.0,Low,Low,Medium,High,Medium,Medium,en,United States of America,Gene Wilder,Mel Stuart
Warlock: The Armageddon,Fantasy,Horror,1993.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Julian Sands,Anthony Hickox
8 Heads in a Duffel Bag,Comedy,Crime,1997.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Joe Pesci,Tom Schulman
Days of Heaven,Drama,Romance,1978.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Richard Gere,Terrence Malick
Basquiat,Drama,History,1996.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jeffrey Wright,Julian Schnabel
Frances Ha,Comedy,Drama,2013.0,Low,Low,Short,High,Low,Medium,en,Brazil,Greta Gerwig,Noah Baumbach
Tsotsi,Crime,Drama,2005.0,Low,Low,Medium,Medium,Low,Low,af,South Africa,Presley Chweneyagae,Gavin Hood
Happiness,Comedy,Drama,1998.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Jane Adams,Todd Solondz
DysFunktional Family,Comedy,Documentary,2003.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Eddie Griffin,George Gallo
Tusk,Comedy,Horror,2014.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Michael Parks,Kevin Smith
Oldboy,Drama,Thriller,2003.0,Low,Low,Medium,High,Medium,High,ko,South Korea,Choi Min-sik,Park Chan-wook
Letters to God,Action,Drama,2010.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Robyn Lively,David Nixon
Hobo with a Shotgun,Action,Comedy,2011.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Rutger Hauer,Jason Eisener
Freeway,Comedy,Drama,1996.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Kiefer Sutherland,Matthew Bright
Love's Abiding Joy,TV Movie,Action,2006.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Erin Cottrell,Michael Landon Jr.
Damsels in Distress,Comedy,Romance,2012.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Greta Gerwig,Whit Stillman
Creature,Horror,Science Fiction,1998.0,Low,Low,Long,Low,Low,Low,en,United States of America,Craig T. Nelson,Stuart Gillard
Bachelorette,Comedy,Romance,2012.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Kirsten Dunst,Leslye Headland
Brave New Girl,Drama,Music,2004.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Virginia Madsen,Bobby Roth
Summer Storm,Comedy,Drama,2004.0,Low,Low,Medium,Medium,Low,Low,de,Germany,Robert Stadlober,Marco Kreuzpaintner
Chain Letter,Horror,Thriller,2010.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Nikki Reed,Deon Taylor
Just Looking,Drama,Comedy,1999.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Gretchen Mol,Jason Alexander
Demonic,Thriller,Horror,2015.0,Low,Low,Short,Low,Low,Medium,en,United Kingdom,Maria Bello,Will Canon
Open Road,Action,Drama,2013.0,Low,Low,Short,Medium,Low,Low,en,Brazil,Camilla Belle,Márcio Garcia
Never Back Down 2: The Beatdown,Drama,Action,2011.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Stacey Asaro,Michael Jai White
Point Blank,Action,Crime,1967.0,Low,Low,Medium,High,Low,Low,en,United States of America,Lee Marvin,John Boorman
Four Single Fathers,Drama,Comedy,2009.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Alessandro Gassman,Paolo Monico
Something Wicked,Mystery,Thriller,2014.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Shantel VanSanten,Darin Scott
Chicago Overcoat,Action,Crime,2009.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Frank Vincent,Brian Caunter
Barry Munday,Comedy,Drama,2010.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Patrick Wilson,Chris D'Arienzo
Pocketful of Miracles,Comedy,Drama,1961.0,Low,Low,Medium,High,Low,Low,en,United States of America,Glenn Ford,Frank Capra
Close Range,Crime,Action,2015.0,Low,Low,Short,Low,Low,Low,en,United States of America,Scott Adkins,Isaac Florentine
Amnesiac,Thriller,Mystery,2015.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Kate Bosworth,Michael Polish
High Tension,Horror,Thriller,2003.0,Low,Low,Medium,Medium,Low,Low,fr,France,Cécile de France,Alexandre Aja
Griff the Invisible,Romance,Comedy,2011.0,Low,Low,Medium,Medium,Low,Low,en,Australia,Ryan Kwanten,Leon Ford
Unnatural,Thriller,Action,2015.0,Low,Low,Short,Low,Low,Low,en,United States of America,James Remar,Hank Braxtan
Some Like It Hot,Comedy,Romance,1959.0,Low,Low,Medium,High,Medium,High,en,United States of America,Marilyn Monroe,Billy Wilder
Friday the 13th Part VII: The New Blood,Horror,Thriller,1988.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Kane Hodder,John Carl Buechler
The Wizard of Oz,Adventure,Family,1939.0,Low,Low,Medium,High,Medium,High,en,United States of America,Judy Garland,Victor Fleming
Young Frankenstein,Comedy,Science Fiction,1974.0,Low,Medium,Medium,High,Medium,High,en,United States of America,Gene Wilder,Mel Brooks
Diary of the Dead,Horror,Action,2007.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Michelle Morgan,George A. Romero
Lage Raho Munna Bhai,Comedy,Drama,2006.0,Low,Low,Long,High,Low,Low,en,India,Sanjay Dutt,Rajkumar Hirani
The Black Stallion,Adventure,Family,1979.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Kelly Reno,Carroll Ballard
Journey to Saturn,Action,Adventure,2008.0,Low,Low,Medium,Low,Low,Low,en,Denmark,Casper Christensen,Kresten Vestbjerg Andersen
Donovan's Reef,Adventure,Comedy,1963.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,John Wayne,John Ford
The Dress,Comedy,Drama,1996.0,Low,Low,Medium,High,Low,Low,nl,Netherlands,Henri Garcin,Alex van Warmerdam
A Guy Named Joe,Drama,Romance,1944.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Spencer Tracy,Victor Fleming
Blazing Saddles,Western,Comedy,1974.0,Low,Medium,Medium,High,Medium,Medium,en,United States of America,Cleavon Little,Mel Brooks
Friday the 13th: The Final Chapter,Horror,Thriller,1984.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Kimberly Beck,Joseph Zito
Maurice,Drama,Romance,1987.0,Low,Low,Medium,High,Low,Medium,en,United Kingdom,James Wilby,James Ivory
Timecrimes,Science Fiction,Thriller,2007.0,Low,Low,Medium,High,Low,Medium,es,Spain,Karra Elejalde,Nacho Vigalondo
Silver Medalist,Action,Adventure,2009.0,Low,Low,Medium,High,Low,Low,zh,China,Huang Bo,Ning Hao
Timber Falls,Horror,Thriller,2007.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Josh Randall,Tony Giglio
Singin' in the Rain,Comedy,Music,1952.0,Low,Low,Medium,High,Medium,High,en,United States of America,Gene Kelly,Stanley Donen
A Haunted House,Comedy,Horror,2013.0,Low,Medium,Short,Medium,Medium,Medium,en,United States of America,Marlon Wayans,Michael Tiddes
That Thing You Do!,Comedy,Drama,1996.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Tom Everett Scott,Tom Hanks
Halloween III: Season of the Witch,Horror,Mystery,1982.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Tom Atkins,Tommy Lee Wallace
Escape from the Planet of the Apes,Action,Science Fiction,1971.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Roddy McDowall,Don Taylor
Hud,Action,Drama,1963.0,Low,Low,Medium,High,Low,Low,en,United States of America,Paul Newman,Martin Ritt
Kevin Hart: Let Me Explain,Comedy,Documentary,2013.0,Low,Low,Short,High,Low,Low,en,United States of America,Kevin Hart,Leslie Small
My Own Private Idaho,Drama,Romance,1991.0,Low,Low,Medium,High,Low,Medium,en,United States of America,River Phoenix,Gus Van Sant
Garden State,Comedy,Drama,2004.0,Low,Low,Medium,High,Medium,High,en,United States of America,Zach Braff,Zach Braff
Before Sunrise,Drama,Romance,1995.0,Low,Low,Medium,High,Medium,Medium,en,Austria,Ethan Hawke,Richard Linklater
